title,price,area,district
西山壹号院+毛坯房+可以长租+中楼层,16000,189.97,海淀
潞苑中建红杉溪谷南北5室,21000,197.08,通州
梨园新通国际花园南西1室,4000,52.17,通州
武夷花园武夷花园牡丹园南西1室,3500,50,通州
豆各庄富力又一城C区南西3室,7200,127,朝阳
天鑫家园 南北通透 双卧朝南 户型方正 小区安静，配套齐全,6700,107,昌平
自住从来没有租过，欧式装修 双卧南大三居 中间楼层 有车位,30000,233,海淀
北辰复式+齐全+电梯入户+长租,15000,230,海淀
亚运金茂悦  此小区人车分流  好社区,12500,130,朝阳
中信沁园，西向2居室，齐全，中间层，地铁4号7号线,9000,66,西城
南北三居室 99新家具 要爱惜房子的租户,15000,125,朝阳
户型好+采光好+家具齐全+出行便捷+位置安静,8500,115.27,丰台
CBDSOHO现代城西1室,22000,144.3,朝阳
垡头北京华侨城南2室,11000,112.68,朝阳
方庄璞瑅公馆南北4室,25000,218,丰台
中间建筑 下叠拼别墅 一层带花园 家具齐全 即可入住,38000,260.8,海淀
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,30000,203,海淀
东坝首开常青藤一期南北2室,8000,85.32,朝阳
上林世家，南北通透三居室，原房可看，租住方式随意,24000,213.74,朝阳
西二旗领秀新硅谷南北4室,35000,238,海淀
京贸国际城南北通透，在一层，保持干净,4300,75.08,通州
金茂府仨居室，看小区花园，位置安静，业主直租,45000,206,朝阳
闹中取静，在小区里面，生态空调系统，价可聊，看方便,14000,48,朝阳
东坝首开常青藤一期南北3室,8000,94.24,朝阳
望京 万通天竺新新家园 南北3居 装修干净 采光好 可谈价,13500,120,顺义
酒仙桥丽都东镇东1室,6800,70.61,朝阳
望京嘉润花园东南4室,18000,174,朝阳
天竺万通天竺新新家园南北3室,13000,120,顺义
方庄首开璞瑅南2室,12000,91.73,丰台
酒仙桥  梵古水郡  正规两居 带精美家居,8000,78.35,朝阳
奥林匹克花园  南北通透大两居  精美装修带家居,8600,110.69,朝阳
逸翠园南北四居室，豪.华装修，家私齐全，保养干净,35000,239.87,朝阳
临河里金隅通和园南北2室,4000,85.05,通州
三元桥，远洋新干线4居，保养好，家具齐全，免中介,27000,202,朝阳
望京，方舟苑，东南朝向正规三居，全部家私齐全，随时入住,12000,118,朝阳
保利一层南北四居室，家私齐全，空置随时入住，干净整洁大方,23000,141,朝阳
四惠金地名京东南1室,8500,58,朝阳
玉泉营万年花城四期南2室,7500,96.8,丰台
方庄璞瑅公馆南北4室,40000,236,丰台
田村永达逸家西1室,5200,58.6,海淀
观湖国际南北三居室 空房 客厅挑空6米 随时看 起租随时,33000,250.47,朝阳
公园1872观景四居 南北通透 3卧朝南 家具齐全  浅色系,40000,220,朝阳
金茂府 南北通透三居室  全装全配全 进口家居 方便看,54000,206,朝阳
泛海国际2居室 家具齐全  保养好 卧室和客厅都朝南,22000,146,朝阳
逸翠园二期四居，红母家具，南北通透 使用面积大 诚租,30000,245.73,朝阳
观湖国际  三居室 家具全齐 可长租 随时起租,22000,175.44,朝阳
朝青板块 国美社区 正规一居室 达美 大悦城 人车分流,6700,55.7,朝阳
领地OFFICE2居9000元首租，电梯房,9000,98,朝阳
后沙峪地铁站旁温馨雅间 极简主义风格 宜家家私 保持好环境好,4000,60,顺义
林肯公园，2居室，95平米，报价8300元,8300,95,大兴
珠江帝景E区，高层南北3居室，次顶层，安静不临街,14000,149,朝阳
龙回苑，三居两卫，南北通透，采光好，小区环境优美,7000,117,昌平
富力城D区，南北通透3居室，保养好，家具齐全，随时入住,18000,155.12,朝阳
双井，富力城C区，东北向三居室，有钥匙，方便看，三居三卫,15000,145,朝阳
双井双花园南里二区东南1室,8000,78.3,朝阳
天鹅湾南北大复式，客厅挑高5米6，家具全齐，干净利落随时入住,30000,366,朝阳
风雅园三区，三居室，南北通透，周边配套齐全， 出行方便,7300,98.61,昌平
融泽嘉园 全南两居室 装修好 交通便利 购物方便,6700,87,昌平
东向一居+双井国贸CBD商圈+采光好+有钥匙+家具齐全,9000,61.07,朝阳
保利蔷薇东南一室一厅 商品社区 物业管理好 集中供暖,7200,56.94,东城
新怡家园，南向一居，空房租，中层无挡，采光充足，市政供暖,9000,88,东城
银河湾大3居 高装 客厅面宽 目前空置 客厅面宽大,27000,222.8,朝阳
一瓶观景大三居，空房租可配齐!可办工，可居家，随时起租,20000,162.01,西城
五路居东北 方正两居 带燃气 人车分流  交通便利,6800,80,海淀
临4/7号线菜市口站西单，周边配套齐全，未住,14000,90.57,西城
朝阳园  南北向正规三居  两个明卫  木地板装修家居,12000,142,朝阳
万年花城 首经贸 10号线 南向一居室阳光全天充足 居家舒适,6200,59.8,丰台
广安门远见名苑东南3室,9000,93.25,西城
润枫水尚 双卧客厅朝南 南北三居室 交通便利 朝阳大悦城,22000,193,朝阳
回龙观东亚上北 正规2居 家具齐全,6300,80,昌平
流星花园二区 带电梯2居2卫 面积大 家具齐全 采光好,6300,102,昌平
北京香颂东向一居室 安静不临街 采光好 可谈价,6500,45.96,朝阳
亦庄 荣京丽都齐全复式开间 52平5500元能租,5500,52,大兴
双井，富力城D区，南北通透三居室，有车位，随时看,19500,158,朝阳
望京 宝星园 西南3居 装修干净 空房现状 无遮挡采光好,12000,123,朝阳
三居室 手慢拍大腿啊,15000,159,朝阳
望京 花家地西里 细腻2居 装修风雅 视野好 采光足 不临街,7500,51.48,朝阳
随时起租有钥匙，西南正规两居，采光无遮挡，中高层电梯房，百环,8800,96,朝阳
爱这城三期   装修好  有钥匙,10000,87.81,朝阳
富贵园品房+南北通透两居室+随时起租+物美价廉+可以做宿舍,11500,95.36,东城
世纪宝鼎，全南三居室，197平，平层，采光好，干净整洁,18500,197.5,朝阳
太阳国际公馆，南北大3居，183平，家具齐全,20000,183.31,朝阳
《海润国际》1.8万一月南北三居，欧式风格，家具齐全保养不出,21000,175,朝阳
玉泉营万年花城二期南2室,5400,53,丰台
科技园区怡海花园恒泰园东南北3室,13500,154.99,丰台
上海沙龙 三居室 户型好 南北通透,10000,160,大兴
武夷花园京贸国际城西区南1室,4000,58,通州
清河橡树湾南北3室,20000,177,海淀
旧宫亦庄北岸东1室,3500,37.73,大兴
方庄芳城园1区南东2室,6500,64,丰台
芍药居芍药居北里西北1室,6000,58,朝阳
东直门使馆壹號院南北3室,50000,182.79,东城
朝青国美第一城南2室,8500,94.46,朝阳
广安门 远见名苑 一室一厅 7号线达官营 方便看,5800,56.4,西城
方庄紫芳园二区南北3室,15000,169,丰台
广安门荣丰2008北1室,5400,27.59,西城
龙潭北里，朝南，装修好，家具齐全，长期租，出行方便,11000,139.53,东城
酒仙桥丽都水岸3期北1室,12000,71,朝阳
采光面大+户型格局方正+家具齐全+物业好+16年的新社区,7500,82.84,丰台
润枫水尚 青年路 东西通透两居室 家具全齐 紧挨地铁,11000,94.39,朝阳
朝青天鹅湾北区东1室,8500,37.66,朝阳
森林公园旁美伦堡正规三居室双卫+居家装修家居电器齐全带电梯,28000,166,朝阳
雅成一里 南北通透一居室 业主直租 保养如新,6500,56.61,朝阳
双通透+前后观景+户型好+家具齐全+物业好+车位,14500,155,丰台
燕莎嘉和丽园南北4室,24000,257,朝阳
新太阳公元4室  交通便利  配套齐全,45000,220,朝阳
远洋山水南区 135平南北通透三居室 装修保养好,15000,135,石景山
玉泉营优筑南1室,5600,67.3,丰台
太阳宫太阳公元南1室,13000,68.27,朝阳
远洋山水 东向一居室 中间楼层 视野好 装修保养也不错,5200,56,石景山
垡头翠成馨园南北3室,9000,141,朝阳
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,13500,123.89,海淀
一瓶，通透大两居，园区中间，安静不临街，刷卡进公园，陶然亭,19000,162,西城
国美正规，装修保养好，价格低，地铁6号线，大悦城。,8500,97.78,朝阳
国美两居，保养不错，临地铁大悦城。,8500,87.41,朝阳
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,17000,178.19,海淀
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,25000,179.66,海淀
左安门龙潭北里一条南北3室,5800,56,东城
双井 首城国际 11年小区 家居等齐全 屋内保养的很好,11000,90.09,朝阳
乐成公馆 金地物业 主卧带衣帽间 可配新家具 业主直租,20000,140,朝阳
临河里金隅花石匠南北3室,4800,90,通州
北苑世华泊郡南2室,8000,85,朝阳
崇文门新裕家园南北2室,12000,103,东城
金源+双地铁+两居室家具齐全+正对园区花园,8200,71,海淀
望京国风北京，南北2居室，户型正，采光好，精细装修，新荟城旁,13000,121,朝阳
广安门荣丰2008北1室,5500,28.5,西城
望京花园东区，正规两居室，户型正，采光视野好，家具齐全,9000,103,朝阳
方庄方庄六号南3室,13000,149,丰台
西坝河丰和园19号院南北3室,21000,142.4,朝阳
火星园2居14500元,14000,99.6,朝阳
华远九都汇 地暖房 带100平花园 家具齐全 交通便利,30000,247,朝阳
林肯公园二期，268平米大平层，高楼层观景，可聊价格,28000,268,大兴
保利东郡，大四居，241平南北通透，前后观花园，小区安静,48000,241,朝阳
成寿寺中海城香克林西1室,6600,77.5,丰台
燕莎，四季世家，全南双套房两居，装修保养好，采光视野好,58000,243.3,朝阳
业主直租 华威桥 山水文园西园 次顶层南北三居 带车位,26000,175.7,朝阳
崇文门国瑞城中区东2室,8500,70,东城
地铁8号线回龙观东大街站 矩阵小区东北向开间 带电梯 装修好,4600,53.84,昌平
酒仙桥板块  银河湾 东南向正规两居 保养好带家居,18000,112,朝阳
涉外住宅  丽都水岸  南北通透板楼三居 木地板带家居,21000,180,朝阳
星河湾朗园 样板间 保养如新 大悦城地铁青年路站 随时入住,42000,291.14,朝阳
凤凰城一期3居22000元,22000,146,朝阳
有套没住过四居292平四居，双电梯入户，视野好，观景好,42000,256,朝阳
配套齐全 装修好 安静不临街 采光好 交通便利 公园环绕,21000,235.96,朝阳
望京融科橄榄城、全南2居、安静不临街、家具齐全、随时入住,13000,106,朝阳
太阳宫，国际村，正规一居，全南向，头次租，配置齐全，有钥匙,12000,74.81,朝阳
三元桥 国际村 南向2室 家具齐全 14000元电梯房,13000,114.46,朝阳
圣馨家园2居，南北通透，随时起租，家具齐全,10000,97,朝阳
东湖湾南北两居室 安静不临街 带电梯 采光视野好,17000,130,朝阳
科技园区京投银泰万科西华府南北2室,7500,89,丰台
广安门朗琴园南2室,14000,105.67,西城
13号线北苑天润福熙大道南北通透大平层 婚房4居 以前没租过,25000,199.97,朝阳
金隅国际  北向开间  高层视野好  装修保持好 安静舒适,7500,58,朝阳
世纪城晴波园 双卧南三居 空房可以配齐 带储物间 临金源,20000,165,海淀
星岛假日 户型方正,12000,161,大兴
龙湾一期，独栋。安静不临街,38000,355,顺义
百旺杏林湾+齐全+可以长租+高楼层+位置安静,6000,86.99,海淀
逸翠园南北三居，家具齐全保养好，临朝体家乐福。,18000,155,朝阳
五道口东升园公寓南北1室,7000,59.8,海淀
空房大三居 不临街 可长租 临软件园,23000,181,海淀
北部新区百旺杏林湾南西1室,5300,69.6,海淀
东四环 四惠 金地名京 客厅正观花园 小区环境好 交通便利,10000,87,朝阳
中信城二期 东西北2居 明厨明卫 装修保养好 高层观景,13900,98.37,西城
中信沁园，实用小2居室，环境好，齐全，菜市口站4/7号线,8700,66,西城
圣世一品保养好两居室 二次装修 方便看 价格能聊,19000,115.75,朝阳
北苑路北 天居园133平东向两居室 双卫 大客厅,12500,133,朝阳
远洋新干线全房源,15000,136,朝阳
郦城工作区 新装下跃 可註册 可办 公接待 可看,28000,226,海淀
绿谷雅园 南北向两居室 装修保养好 楼层适中,6500,113.19,海淀
北部新区保利西山林语南北2室,6000,90.33,海淀
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,8500,98,海淀
望京大西洋新城F区南东2室,13000,92,朝阳
光线足+户型正+家具齐全+出行便捷,5800,52.16,丰台
方舟苑二期 北向一居室 户型方正 基本配置 高层无遮挡 干净,6500,56,朝阳
卡尔生活 南北通透户型 带花园,23000,276,大兴
婚房装修，保持干净.房子出行方便，,43000,252,朝阳
浉城百丽 南北三居室 保养好 齐全,9208,156,大兴
北部新区保利西山林语东1室,4500,45.57,海淀
林语别墅+齐全+装修好+有花园+长租+观水系，有车位,25000,515.97,海淀
南北双卫三居室，格局方正，位置安静，阳光充足，装修不错,28000,137,海淀
海淀西三旗润生园两居，有钥匙，随时起租，东西齐全，电梯高层,5000,64,海淀
富力桃园南北四居，随时起租，位置安静，统一装修，可以看,13000,227,海淀
丽都壹号二期 全南两居室 家居齐全,12000,83,朝阳
首开常青藤 南北通透板楼小三居 装修保养好  带家居,8000,93,朝阳
大悦公寓正规一居，临地铁大悦城,13000,92,朝阳
望京，大西洋新城，2010年的房子，格局方正，没有拐角浪费,10000,61,朝阳
保利南北四居室 安静不临街 带电梯 采光视野好,28000,145,朝阳
观湖国际 南北通透 二次装修 保养好 稳定签,27000,184,朝阳
金泉家园 保持不错的一居 性价比高,8500,89,朝阳
果园京贸国际公馆南北3室,6900,92.27,通州
中央别墅区丽高王府南西3室,20000,209,顺义
北部新区保利西山林语南北2室,5600,91,海淀
方庄首开璞瑅南北3室,15500,135.8,丰台
东直门东方银座南1室,13000,80.76,东城
方庄紫芳园三区东北3室,12500,118,丰台
中央别墅区丽高王府南北4室,18000,272,顺义
北部新区北辰香麓西1室,4600,71,海淀
四惠东恒时代一期南2室,9800,97,朝阳
望京利泽西园南北3室,10000,107,朝阳
西北旺百旺茉莉园南北2室,9500,142,海淀
果园京贸国际公馆南北3室,6000,92.27,通州
武夷花园武夷花园月季园南西北2室,4200,100.73,通州
业主直租，南北通透3居，一梯一户，电梯刷卡，家具齐全,21000,134.26,朝阳
首开智慧社，带电梯，随时起租，回龙观地铁对面，出行方便,8000,89,昌平
北部新区保利西山林语南北2室,5600,90,海淀
望京里外里公寓东北1室,13000,89,朝阳
大兴其它北京城建海梓府南北2室,7000,82.75,大兴
东四环 金地名京 09小区，物业管理好，小区环境好，近国贸,11000,89,朝阳
东四环 金地名京大两居 房子保持好 空间充足 楼层采光好,14000,119,朝阳
里外里东南三居室 安静不临街 带电梯 采光视野好,17000,139,朝阳
奥林匹克花园  环境优美  一层带花园两居  带家居,8500,100.75,朝阳
望京方舟苑正规两居室  全南两居室 安静不临街,8200,86,朝阳
永达逸家 高楼层北向一居室 装修好家私好 视野好,5200,61.3,海淀
北部新区保利西山林语南北2室,6200,95,海淀
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,48000,345,海淀
高层南向三居  面宽16米   全齐  临朝阳公园东四环,21000,171.23,朝阳
北部新区保利西山林语南1室,4200,73.33,海淀
旧宫润星家园南西2室,4900,92.93,大兴
亚运村小营鸿华家园南北4室,42000,321.21,朝阳
旧宫润星家园南北2室,5300,85.91,大兴
科技园区怡海花园富泽园南北3室,12000,124,丰台
后沙峪中粮祥云国际生活区南北5室,48000,507,顺义
北苑天居园南2室,7000,74,朝阳
北苑天居园东北2室,9500,110,朝阳
安宁庄上林溪南1室,5500,44,海淀
岳各庄中堂南北2室,7300,113.36,丰台
永泰园西向双卫两居，电梯高层，随时起租，东西齐全，临地铁,8800,129,海淀
武夷花园运河明珠南北2室,5900,98.6,通州
清河金隅美和园南1室,6500,66.74,海淀
首开常青藤  南北通透双卫大三居 双卧夹客厅朝南  带家居,11000,138,朝阳
金隅凤麟洲叠拼，有一些家具，保养干净，南北五居室,35000,245,朝阳
泛海国际澜海园 观景三居室 双卧朝南 家具全齐,33000,188.8,朝阳
招商局地产 公园1872高层南向两居室 保养好 方便看,22000,123,朝阳
十里河 华威桥 美景东方三居室,15000,118,朝阳
三元桥凤凰城一期北1室,13000,75,朝阳
稳定+绿景苑3居室+高层采光好+临2，5，7 号,8000,91.5,东城
大望路珠江帝景D区南北3室,16000,154,朝阳
东四环 大望路 九龙山 风度柏林 西向两居室,10500,103.8,朝阳
双井双花园西里东南2室,6500,72.49,朝阳
全空房四居室，落地窗南向阳台，地下车位，有地暖，安静位置,55000,273.32,朝阳
国奥村 空房四居室，可以配齐，可以长签，次次顶层，不临街,28000,246,朝阳
全南向 齐全 无遮挡 保持好 业主自住,14500,109.19,东城
2/4宣武门和平门站椿树园大两居通透户型首 次出 租,14000,129.55,西城
东直门  空房 可以看 北京站,20000,171.2,东城
朝青国美第一城东西1室,4700,58.99,朝阳
水仙园南北三居室~出门是公交站~落地窗带阳台,5000,116.3,通州
天乐园，南北通透二居室，居家装修，家具齐全,9500,128,朝阳
国贸商圈 嘉华世纪 南北朝向 有露台 闹中取静,75000,510,朝阳
万达大湖公馆，南北大二居室，居家装修，家具齐全,16000,184,朝阳
国美小区 一层复式 带花园 保持好 居住舒适,31000,294,朝阳
东北向一居室，家具齐全，看小区花园，落地大窗户。,13000,77.04,朝阳
华纺易城东区南北三居，地铁大悦城。,12500,128,朝阳
朝青国美第一城南北2室,6800,99.14,朝阳
枫桦豪景，南北两居室，首 次出 租，采光视野好,18000,123,西城
高楼层 户型方正 不临街 封闭小区,8500,92.85,朝阳
别墅，410平米，配置齐全，报价8万可聊,80000,410,朝阳
上元君庭，南北通透三居室，居家装修，家具齐全,25000,209,朝阳
京贸国际城  南向大两居室  交通便利 耿庄桥南,6000,93,通州
武夷花园 水仙园 南向两居室  公交站 三元桥,4300,88.61,通州
林肯公园，高层观景，256平米，空房，报价2.2万,20000,256,大兴
北苑 天乐园南北通透三居室 家具齐全 采光好 价格便宜,13000,138,朝阳
三里屯三里屯SOHO公寓北2室,23000,150.85,朝阳
科技园区中海九号公馆二区南北4室,23000,212,丰台
百子湾金都杭城1期南北4室,16000,153.7,朝阳
广安门 远见名苑二期 板楼 南北通透三室两厅两卫 自住齐全,17000,147.57,西城
澳林春天，南北高层三居室，带电梯 不临街，浅色靓装随时住,17000,150,朝阳
有钥匙 金源国际公寓 办G首X 中间层 2室2卫 两卧朝阳,22000,157,海淀
椿树园，2/4/7地铁，东西通透3居，装修保养好，,12000,115,西城
全南向 复式房  南向大面宽 房况好  业主人好,23500,187,朝阳
广渠门绿景馨园南2室,6000,52.22,东城
太阳宫太阳公元南北3室,30000,175,朝阳
国际村 南北通透3居室，家具齐全,21000,151,朝阳
远洋天地 装修保养好四居室 居家bangon 方便看 1号线,27000,195,朝阳
东西通透明亮一居室 家具齐全 装修保养好 采光好 地铁1号线,8000,64,朝阳
花市枣苑西南三居室，装修好，家具齐全，中高楼层，视野好,19000,184,东城
近水系位置 进出入口 带电梯 带车位 使用面积180多平,12000,151.3,昌平
三居室，家具齐全，可以商量是否搬空，中间楼层，景观比较好。,14000,143,朝阳
华纺易城南北三居，临朝阳大悦城，地铁6号线。,12000,127,朝阳
阳光上东  东南三居  地暖+落地窗  家具齐全,40000,236.66,朝阳
国瑞城中区，高层两居，婚房装修，室内干净，家具电齐全，长租,8500,70,东城
本家润园 正规1室1厅 保养好 市政供暖 方便看,6100,48.94,东城
新世界家园，南北三居，家具电齐全，室内干净，管理好，交通便利,23000,157,东城
东花市北里，正规一居室，家具齐全，婚房装修，随时起租，长期租,6300,48,东城
富贵三居 南北通透 高楼层 家具电齐全 没租过,18000,149,东城
拂林园，南北通透四居室，（公司用房）北苑路北,18000,172.71,朝阳
林肯公寓复式两居室，低楼层，无挑空,8000,58,大兴
天鹅湾北区 现代风格装修 家具全齐 保养新,9500,47,朝阳
阿曼寓所 朝阳路 家具全齐 采光足 东西通透两居室 地铁,8300,102,朝阳
怡龙别墅 龙潭湖公园 200平,19000,200.39,东城
林澜园 复式4居 双露台  家私齐全 安静看花园,40000,252.73,朝阳
嘉铭桐城B区 顶层复式 前后花园 视野好,23000,214.9,朝阳
8号线 矩阵南向开间 独门独卫 家具齐全 随时起租 带电梯,4750,47,昌平
居家装修、空房、有地下车位、高层采光好,28500,171.26,海淀
东四环首创爱这城二期 南北通透三居室 户型方正采光好,16000,170,朝阳
四惠 东恒时代二期 南北通透3室 采光保养好 家具齐全方便看,14000,128,朝阳
朝青国美第一城南北1室,7000,139.96,朝阳
酒仙桥、晶都国际、颐堤港、798、地铁14号线将台站、风景线,14000,156,朝阳
近地铁 月底起租 宽大客厅 居家舒适,8300,91.36,朝阳
高层  三层复式   周边林立  使用空间足够,25000,160,朝阳
南区 东北二居 干净整洁 封闭小院,8000,93.66,朝阳
朝阳 四惠 首创爱这城 正规两居室  保养好  随时可看,9100,92,朝阳
酒仙桥丽都水岸3期南西北3室,30000,199.55,朝阳
农展馆东三环 富丽华园 视野采光好 有钥匙方便看，房况好,28000,213,朝阳
上海沙龙 风景如画 南北通透 户型好,8300,117,大兴
广安门 远见名苑 正规一室一厅 可当两室用 地铁7号线达官营,5300,47.97,西城
燕莎 福景苑 两居室 带阳台 视野采光好 房况好 有钥匙,25000,177,朝阳
旗胜家园正规二居室+居家装修家居电器齐全+带电梯不临街随时住,6300,89,昌平
soco公社开间一居室+居家装修家居电器齐全+带电梯不临街,5300,54,海淀
K2百合湾 东南 一居室  空房,8000,51.39,通州
亚运村主场 干净整洁 北向观景房 家具齐全 有钥匙 近地铁,7000,62,朝阳
太阳宫太阳公元南北4室,40000,220,朝阳
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,6600,48.52,海淀
珠江罗马嘉园南北两居，主卧客厅朝南，家具齐全，地铁大悦城。,9500,92,朝阳
润枫水尚正规一居，月底起租，地铁大悦城。,7900,71,朝阳
润枫西区南北通透大两居 户型方正 中高楼层,12000,122,朝阳
罗马东区，南北通透6居+阳光房，空房，适合工作室，随时起租,25000,174,朝阳
八里庄 西钓鱼台嘉园 91平西北向两居室 装修保好有家私,12000,91,海淀
人济山庄 低楼层 复试四居 户型方正 有钥匙,25000,196,海淀
国美南向两居，家具齐全，临地铁大悦城,8500,99,朝阳
瑞福楼南北两居室 安静不临街 带电梯 采光视野好,12500,134.37,朝阳
鹿港嘉苑西南三居室 安静不临街 带电梯 采光视野好,15000,144,朝阳
世华泊郡2居8500元首租,8500,87.29,朝阳
远洋沁山水 89平南向两居室 装修保养好,10000,89.21,石景山
有钥匙，中海紫御公馆，高层南北4居室，齐全，开发商装修,24000,207,东城
金隅花石匠 南北两居室 家具电器 齐全,5800,90.62,通州
融泽嘉园 高层两居改三居 可合租,7300,93,昌平
看过本房 装修保养不错 业主 已留钥匙,8500,102,朝阳
东湖湾，位置好，环境好，出门地铁和高速，房子干净，客户免佣,20000,168,朝阳
有钥匙！陶然北岸2居，明厨明卫，高层视野好（有车位单租）安静,12000,102.1,西城
宜景湾西南两居室 安静不临街 带电梯 采光视野好,13000,108,朝阳
国瑞城南北通透三居，家具电齐全，室内干净，交通便利，统一供暖,17000,157,东城
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,15000,144,海淀
晨月园+两居+采光好+高层观景+居住安静+世纪金源+10号线,8800,82.03,海淀
南北三居,14000,148,朝阳
首 次出 租  近地铁 封闭社区 2 4小时 保安,13000,137,朝阳
珠江罗马嘉园正规一居，装修保养好，临地铁大悦城。,7500,50.9,朝阳
国美东向大一居，家具齐全，临地铁大悦城。,7000,75.72,朝阳
山水蓝维3居13000元首租,13000,150,朝阳
人济山庄二期3居16000元电梯房,16000,153.89,海淀
业主直租 乐成国际三居 装修好 业主一直自住 有钥匙,17500,147.7,朝阳
东直门当代万国城南北3室,45000,304,东城
倚林佳园 带电梯 三居室 有钥匙 随时起租 家具齐全 复式,18000,180,朝阳
日式装修，厨卫全明，深度保洁，双井富力城 正规一居室,10700,59.11,朝阳
青年汇二期西南两居，集中供暖，家具齐全，临地铁大悦城,9000,94,朝阳
天鹅湾南向两居，双卫设计，装修保养好，地铁大悦城。,14000,112.2,朝阳
君安国际，117平米2居室，配置齐全，高层观景，可聊价格,8500,117,大兴
酒仙桥丽都水岸1期东北1室,12000,69.7,朝阳
优推！！橡树湾南北大三居室 装修好 家具齐全 随时起租 上地,21000,145.31,海淀
富力城D区 南北三居室 不临街 高层 10月1号起租,19000,172.22,朝阳
之前自住 奥林春天 带电梯正规三居室，采光无遮挡 落地窗,13000,132,朝阳
双井富力城C区东北2室,13000,90,朝阳
橡树湾一期,17000,127,海淀
望京花园西区，装修很好的两居室，户型正，家具全，东湖渠站旁,10500,96.38,朝阳
望京西园一区，双卧朝南，户型正，采光好，安静不临街，配套全,15000,202,朝阳
望京北京香颂，南北六居室，户型正，带花园，安静不临街，配套全,50000,363,朝阳
望京新城，西南向正规两居室，安静不临街，双地铁围绕！配套全,9500,92,朝阳
望京花家地西里二区，正规三居室，采光好，可接受合租，配套全,9800,106,朝阳
天畅园，西南向大三居，居家装修（北苑路北）,17500,186,朝阳
金都杭城西向开间，落地窗，看小区花园，观景无遮挡,6000,49.39,朝阳
天溪园，上叠别墅，可当工作室，带个大露台,32000,238.7,朝阳
双井站100米 国贸一站地 中间层一居 一直自住保养好,6700,59,朝阳
裘马都:家用齐全.保持好.安静不临街.随时起租,35000,222,朝阳
双井苹果社区北1室,9500,71.95,朝阳
宝星国际 高层观景两居室 安静不临街 南北通透 方便看,13000,108,朝阳
颐堤港+将台路站+芳园里+丽都酒店+全南两居室+装修保持好,16500,100.68,朝阳
金星园 西南两居室 有钥匙目前空置,13500,98,朝阳
柏林爱乐南北通透大两居室 客厅主卧朝南 次卧室朝北,7800,102.26,朝阳
上海沙龙 二居室 南北通透,6500,87,大兴
棕榈泉 观景朝阳公园 户型方正 知名楼盘 身份的象征 高层,23000,133,朝阳
双井苹果社区南北4室,16000,160.75,朝阳
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,85000,306,海淀
上北鑫座，南向开间，带电梯，小区安静，周边配套齐全,4300,46,昌平
国美2号院西南三居。双卫设计，装修保养好，临地铁6号线大悦。,11000,115,朝阳
崇文门+有钥匙可长租+新景商品三居+市政供暖+生活便利新裕旁,10500,91.54,东城
嘉里星源汇1居17000元电梯房,17000,86,朝阳
乐成国际2居13000元电梯房,13500,109,朝阳
大屯路东三百米主场浩运园44平米一居室一个月5800随时看,5800,44,朝阳
林肯公园，高贵风雅配置齐全家具，147平米，报1.35万,13500,147.8,大兴
大雄城市花园，南北通透3居室，配置齐全，报价9000元可聊,9000,157.37,大兴
大望路风度柏林西1室,7800,68,朝阳
幸福家园+有钥匙+一居室价格+头次租+对花园+景观好临地铁,7500,65.25,东城
朝阳公园 公园大道南向两居室 中层 装修保养好有钥匙,30000,138,朝阳
【保养好 有钥匙 】  价格可沟通   付款可沟通,17000,74.93,朝阳
马连洼万科西山庭院南北2室,18000,153,海淀
房源靠谱+南北四居+装修暖心+头次租+视野采光好,12000,111.2,东城
现在空置 家具齐全 临..近上地站 上地东里 上地佳园,8500,86,海淀
裘马都，二次装修，保持很好，南向正规1居室,13500,78.14,朝阳
望京 蓝色家族 东南3居 装修干净整洁 楼层高 采光好 可谈,16000,155.24,朝阳
边户联排，正规大五居，可以长租，大花园，车库和大地下室，长租,48000,390.9,海淀
高楼层，南向两居室，保养好，随时起租，无遮挡，,18000,125,西城
武夷花园  水仙园   北向 两居室  交通便利,4700,97.29,通州
万年花城 正规1居 家具齐全 装修保持好 近10号线,4500,40.83,丰台
林肯公园二期，空房居室，125平米，1层，可聊价格,9500,125.01,大兴
2014年小复式 使用面积70平 双层带双卫  落地窗,7200,33,朝阳
本家润园，视野好，头次租，装修风格温馨宜居，对花园，随时起租,10000,72.03,东城
望京，东南北三居，主卧和客厅朝南，格局方正无浪费面积，采光好,14500,128,朝阳
新景家园全南三居，采光充足，家具电齐全，观花园，交通便利,12600,94,东城
五道口，华清嘉园西向一居，随时起租，出入方便，配套齐全,9000,69.2,海淀
望京，北纬40度，南北朝向两居，主卧和客厅朝南，采光好，安静,8500,99,朝阳
望京，鹿港嘉苑，全南朝向两居，同一平面采光，全部家私齐全,12000,102.31,朝阳
东南把边户型 正对小区大花园800大枣树 中高楼层 少见,17000,141,东城
